source_domain,source_slug,dead_destination_domain,dead_destination_slug,link_label,source_gsc_impressions,source_gsc_clicks,recommended_replacement_slug,recommendation_type,similarity_note,notes,phase1_action
jeonse,jeonse-deposit-illegal-deduction-fight,jeonse,jeonse-deposit-not-returned-priority,보증금 미반환 시 우선변제권,,,jeonse-deposit-not-returned-move-out-procedure,replace,similarity=0.78,,replace
jeonse,jeonse-deposit-illegal-deduction-fight,jeonse,jeonse-priority-payment-claim,주택임대차 우선변제 청구 절차,,,jeonse-tax-arrears-priority-payment,replace,similarity=0.72,,replace
jeonse,jeonse-deposit-illegal-deduction-fight,jeonse,jeonse-rent-deduction-defense,월세 공제 분쟁 방어,,,jeonse-deposit-deduction-unpaid-rent-fee,replace,similarity=0.72,,replace
jeonse,jeonse-tenant-substitute-payment-recovery,jeonse,jeonse-landlord-sold-deposit,집주인이 집을 팔았어요 보증금 반환,,,jeonse-landlord-death-deposit-return,replace,similarity=0.78,,replace
jeonse,jeonse-tenant-substitute-payment-recovery,jeonse,jeonse-one-month-notice-renewal,계약 만료 1개월 전 통보 갱신 거절,,,jeonse-one-month-notice-implicit-renewal,replace,similarity=0.87,,replace
jeonse,jeonse-tenant-substitute-payment-recovery,jeonse,jeonse-deposit-not-returned-priority,보증금 미반환 시 우선변제권,,,jeonse-deposit-not-returned-move-out-procedure,replace,similarity=0.78,,replace
jeonse,jeonse-tenant-substitute-payment-recovery,jeonse,jeonse-priority-payment-claim,주택임대차 우선변제 청구 절차,,,jeonse-tax-arrears-priority-payment,replace,similarity=0.72,,replace
jeonse,jeonse-tenant-substitute-payment-recovery,jeonse,jeonse-rent-deduction-defense,월세 공제 분쟁 방어,,,jeonse-deposit-deduction-unpaid-rent-fee,replace,similarity=0.72,,replace
divorce,divorce-international-jurisdiction-spouse,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-international-jurisdiction-spouse,divorce,child-support-enforcement-process,양육비 미지급 강제집행 절차,,,divorce-child-support-enforcement-guide,replace,similarity=0.75,,replace
divorce,divorce-international-jurisdiction-spouse,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
divorce,divorce-prenup-property-validity,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-prenup-property-validity,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
divorce,divorce-pension-split-formula,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-pension-split-formula,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
divorce,divorce-step-child-custody-claim,divorce,child-support-enforcement-process,양육비 미지급 강제집행 절차,,,divorce-child-support-enforcement-guide,replace,similarity=0.75,,replace
divorce,divorce-step-child-custody-claim,divorce,divorce-custody-criteria,친권자·양육권 지정 기준,,,divorce-pet-custody-dispute-ruling,replace,similarity=0.72,,replace
divorce,divorce-step-child-custody-claim,divorce,divorce-visitation-procedure,면접교섭권 행사 절차,,,divorce-foreign-spouse-litigation-procedure,replace,similarity=0.76,,replace
divorce,divorce-step-child-custody-claim,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
stalking,stalking-ex-partner-message-criminal,stalking,stalking-criminal-prosecution-process,스토킹 형사 고소 절차,,,stalking-club-member-pursuit-procedure,replace_low,similarity=0.61,,replace
stalking,stalking-ex-partner-message-criminal,stalking,stalking-victim-protection-order,스토킹 피해자 보호조치,,,stalking-emergency-protection-order-apply,replace,similarity=0.74,,replace
stalking,stalking-ex-partner-message-criminal,stalking,stalking-evidence-collection-checklist,스토킹 증거 수집 체크리스트,,,stalking-evidence-collection-faq,replace,similarity=0.83,,replace
stalking,stalking-ex-partner-message-criminal,stalking,stalking-online-message-screenshot,온라인 메시지 스크린샷 보존법,,,stalking-ex-partner-message-criminal,replace_low,similarity=0.66,,replace
stalking,stalking-ex-partner-message-criminal,stalking,stalking-workplace-protection,직장 스토킹 보호 절차,,,stalking-workplace-coworker-criminal,replace,similarity=0.74,,replace
stalking,stalking-emergency-protection-order-apply,stalking,stalking-victim-protection-order,스토킹 피해자 보호조치,,,stalking-emergency-protection-order-apply,replace,similarity=0.74,,replace
stalking,stalking-emergency-protection-order-apply,stalking,stalking-criminal-prosecution-process,스토킹 형사 고소 절차,,,stalking-club-member-pursuit-procedure,replace_low,similarity=0.61,,replace
stalking,stalking-emergency-protection-order-apply,stalking,stalking-evidence-collection-checklist,스토킹 증거 수집 체크리스트,,,stalking-evidence-collection-faq,replace,similarity=0.83,,replace
stalking,stalking-emergency-protection-order-apply,stalking,stalking-online-message-screenshot,온라인 메시지 스크린샷 보존법,,,stalking-ex-partner-message-criminal,replace_low,similarity=0.66,,replace
stalking,stalking-emergency-protection-order-apply,stalking,stalking-workplace-protection,직장 스토킹 보호 절차,,,stalking-workplace-coworker-criminal,replace,similarity=0.74,,replace
child-support,child-support-foreign-spouse-collection,child-support,child-support-amount-calculation-guide,양육비 산정 기준표 가이드,,,child-support-calculation-table,replace,similarity=0.78,,replace
child-support,child-support-foreign-spouse-collection,child-support,child-support-execution-non-payment,양육비 미지급 강제집행,,,child-support-shared-custody-payment,replace,similarity=0.76,,replace
child-support,child-support-foreign-spouse-collection,child-support,child-support-foreign-resident-collection,비양육친 외국 거주 회수,,,child-support-foreign-spouse-collection,replace,similarity=0.85,,replace
child-support,child-support-foreign-spouse-collection,child-support,child-support-court-mediation,가정법원 양육비 조정 절차,,,child-support-calculation-table,replace,similarity=0.70,,replace
child-support,child-support-foreign-spouse-collection,child-support,child-support-csa-procedure-guide,양육비이행관리원 신청 안내,,,child-support-disappear-tracking-procedure,replace_low,similarity=0.69,,replace
traffic-accident,traffic-accident-bicycle-pedestrian-fault-table,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-bicycle-pedestrian-fault-table,traffic-accident,traffic-accident-settlement-documents,교통사고 합의 전 준비서류,,,traffic-accident-settlement-mistakes,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-bicycle-pedestrian-fault-table,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-cargo-fall-truck-injury,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-cargo-fall-truck-injury,traffic-accident,traffic-accident-settlement-documents,교통사고 합의 전 준비서류,,,traffic-accident-settlement-mistakes,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-cargo-fall-truck-injury,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-uninsured-vehicle-claim,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-uninsured-vehicle-claim,traffic-accident,traffic-accident-settlement-documents,교통사고 합의 전 준비서류,,,traffic-accident-settlement-mistakes,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-uninsured-vehicle-claim,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-tunnel-pile-up-multi,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-tunnel-pile-up-multi,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-tunnel-pile-up-multi,traffic-accident,traffic-accident-settlement-documents,교통사고 합의 전 준비서류,,,traffic-accident-settlement-mistakes,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-pedestrian-cross-jaywalk,traffic-accident,traffic-accident-criminal-settlement,교통사고 형사합의 절차,,,traffic-accident-bicycle-pedestrian-settlement,replace,similarity=0.78,,replace
traffic-accident,traffic-accident-pedestrian-cross-jaywalk,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
wage,wage-comp-time-substitute-overtime-illegal,wage,wage-overtime-report-procedure-timeline,연장수당 미지급 신고 절차,,,unpaid-wage-report-procedure-timeline,replace,similarity=0.79,,replace
wage,wage-late-payment-interest-claim,wage,wage-overtime-report-procedure-timeline,연장수당 미지급 신고 절차,,,unpaid-wage-report-procedure-timeline,replace,similarity=0.79,,replace
retirement,retirement-irp-mandatory-rollover-tax,retirement,retirement-interim-settlement-aggregation,퇴직금 중간정산 후 합산,,,retirement-interim-settlement-guide,replace,similarity=0.84,,replace
retirement,retirement-irp-mandatory-rollover-tax,retirement,retirement-pay-three-year-statute,퇴직금 시효 3년 청구,,,retirement-pay-claim-where-to-start,replace,similarity=0.71,,replace
retirement,retirement-irp-mandatory-rollover-tax,retirement,retirement-pay-average-wage-calculation,퇴직금 계산 평균임금 산정,,,retirement-pay-calculation,replace,similarity=0.80,,replace
retirement,retirement-five-year-service-claim-method,retirement,retirement-interim-settlement-aggregation,퇴직금 중간정산 후 합산,,,retirement-interim-settlement-guide,replace,similarity=0.84,,replace
retirement,retirement-five-year-service-claim-method,retirement,retirement-pay-average-wage-calculation,퇴직금 계산 평균임금 산정,,,retirement-pay-calculation,replace,similarity=0.80,,replace
retirement,retirement-five-year-service-claim-method,retirement,retirement-pay-three-year-statute,퇴직금 시효 3년 청구,,,retirement-pay-claim-where-to-start,replace,similarity=0.71,,replace
defamation,defamation-false-rumor-workplace-claim,defamation,defamation-online-criminal-response,온라인 명예훼손 형사 대응,,,defamation-workplace-rumor-response,replace,similarity=0.74,,replace
defamation,defamation-livestream-broadcast-criminal,defamation,defamation-online-criminal-response,온라인 명예훼손 형사 대응,,,defamation-workplace-rumor-response,replace,similarity=0.74,,replace
defamation,defamation-livestream-broadcast-criminal,defamation,defamation-deletion-request-platform,명예훼손 게시글 삭제 요청,,,defamation-online-post-deletion-request-procedure,replace,similarity=0.73,,replace
defamation,defamation-anonymous-app-criminal,defamation,defamation-online-criminal-response,온라인 명예훼손 형사 대응,,,defamation-workplace-rumor-response,replace,similarity=0.74,,replace
defamation,defamation-anonymous-app-criminal,defamation,defamation-deletion-request-platform,명예훼손 게시글 삭제 요청,,,defamation-online-post-deletion-request-procedure,replace,similarity=0.73,,replace
jeonse,jeonse-housing-not-registered-deposit,jeonse,jeonse-landlord-sold-deposit,집주인이 집을 팔았어요 보증금 반환,,,jeonse-landlord-death-deposit-return,replace,similarity=0.78,,replace
jeonse,jeonse-housing-not-registered-deposit,jeonse,jeonse-deposit-not-returned-priority,보증금 미반환 시 우선변제권,,,jeonse-deposit-not-returned-move-out-procedure,replace,similarity=0.78,,replace
jeonse,jeonse-housing-not-registered-deposit,jeonse,jeonse-priority-payment-claim,주택임대차 우선변제 청구 절차,,,jeonse-tax-arrears-priority-payment,replace,similarity=0.72,,replace
jeonse,jeonse-multi-family-priority-claim,jeonse,jeonse-deposit-not-returned-priority,보증금 미반환 시 우선변제권,,,jeonse-deposit-not-returned-move-out-procedure,replace,similarity=0.78,,replace
jeonse,jeonse-multi-family-priority-claim,jeonse,jeonse-priority-payment-claim,주택임대차 우선변제 청구 절차,,,jeonse-tax-arrears-priority-payment,replace,similarity=0.72,,replace
jeonse,jeonse-multi-family-priority-claim,jeonse,jeonse-landlord-sold-deposit,집주인이 집을 팔았어요 보증금 반환,,,jeonse-landlord-death-deposit-return,replace,similarity=0.78,,replace
stalking,stalking-workplace-coworker-criminal,stalking,stalking-criminal-prosecution-process,스토킹 형사 고소 절차,,,stalking-club-member-pursuit-procedure,replace_low,similarity=0.61,,replace
stalking,stalking-workplace-coworker-criminal,stalking,stalking-victim-protection-order,스토킹 피해자 보호조치,,,stalking-emergency-protection-order-apply,replace,similarity=0.74,,replace
stalking,stalking-workplace-coworker-criminal,stalking,stalking-evidence-collection-checklist,스토킹 증거 수집 체크리스트,,,stalking-evidence-collection-faq,replace,similarity=0.83,,replace
stalking,stalking-school-student-bullying-criminal,stalking,stalking-criminal-prosecution-process,스토킹 형사 고소 절차,,,stalking-club-member-pursuit-procedure,replace_low,similarity=0.61,,replace
stalking,stalking-school-student-bullying-criminal,stalking,stalking-victim-protection-order,스토킹 피해자 보호조치,,,stalking-emergency-protection-order-apply,replace,similarity=0.74,,replace
divorce,divorce-husband-rejected-property-disclose,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-husband-rejected-property-disclose,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
divorce,divorce-violent-spouse-emergency-divorce,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
divorce,divorce-violent-spouse-emergency-divorce,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-debt-disposal-during-marriage,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-debt-disposal-during-marriage,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
divorce,divorce-separated-couple-pension-split,divorce,divorce-property-division-2year-deadline,재산분할 청구 2년 제척기간,,,divorce-consensual-property-division-2year-claim,replace,similarity=0.77,,replace
divorce,divorce-separated-couple-pension-split,divorce,divorce-litigation-procedure-comprehensive,재판상 이혼 절차 총정리,,,divorce-property-division-comprehensive,replace_low,similarity=0.67,,replace
child-support,child-support-cohabitation-paternity-claim,child-support,child-support-amount-calculation-guide,양육비 산정 기준표 가이드,,,child-support-calculation-table,replace,similarity=0.78,,replace
child-support,child-support-cohabitation-paternity-claim,child-support,child-support-execution-non-payment,양육비 미지급 강제집행,,,child-support-shared-custody-payment,replace,similarity=0.76,,replace
child-support,child-support-cohabitation-paternity-claim,child-support,child-support-court-mediation,가정법원 양육비 조정 절차,,,child-support-calculation-table,replace,similarity=0.70,,replace
child-support,child-support-cohabitation-paternity-claim,child-support,child-support-csa-procedure-guide,양육비이행관리원 신청 안내,,,child-support-disappear-tracking-procedure,replace_low,similarity=0.69,,replace
child-support,child-support-non-payer-overseas-residence,child-support,child-support-execution-non-payment,양육비 미지급 강제집행,,,child-support-shared-custody-payment,replace,similarity=0.76,,replace
child-support,child-support-non-payer-overseas-residence,child-support,child-support-amount-calculation-guide,양육비 산정 기준표 가이드,,,child-support-calculation-table,replace,similarity=0.78,,replace
child-support,child-support-non-payer-overseas-residence,child-support,child-support-court-mediation,가정법원 양육비 조정 절차,,,child-support-calculation-table,replace,similarity=0.70,,replace
child-support,child-support-non-payer-overseas-residence,child-support,child-support-csa-procedure-guide,양육비이행관리원 신청 안내,,,child-support-disappear-tracking-procedure,replace_low,similarity=0.69,,replace
traffic-accident,traffic-accident-construction-zone-fault,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-construction-zone-fault,traffic-accident,traffic-accident-rear-end-fault-dispute,쌍방과실 비율 다툼 절차,,,traffic-accident-rear-end-fault-ratio,replace,similarity=0.87,,replace
traffic-accident,traffic-accident-construction-zone-fault,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-emergency-vehicle-block,traffic-accident,traffic-accident-criminal-settlement,교통사고 형사합의 절차,,,traffic-accident-bicycle-pedestrian-settlement,replace,similarity=0.78,,replace
traffic-accident,traffic-accident-emergency-vehicle-block,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-night-no-light-pedestrian,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-night-no-light-pedestrian,traffic-accident,traffic-accident-rear-end-fault-dispute,쌍방과실 비율 다툼 절차,,,traffic-accident-rear-end-fault-ratio,replace,similarity=0.87,,replace
traffic-accident,traffic-accident-night-no-light-pedestrian,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-hospital-discharge-symptom,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-hospital-discharge-symptom,traffic-accident,traffic-accident-settlement-documents,교통사고 합의 전 준비서류,,,traffic-accident-settlement-mistakes,replace,similarity=0.85,,replace
traffic-accident,traffic-accident-hospital-discharge-symptom,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-hospital-discharge-symptom,traffic-accident,traffic-accident-rear-end-fault-dispute,쌍방과실 비율 다툼 절차,,,traffic-accident-rear-end-fault-ratio,replace,similarity=0.87,,replace
traffic-accident,traffic-accident-electric-kickboard-pedestrian,traffic-accident,traffic-accident-blackbox-evidence,교통사고 블랙박스 증거 활용,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-electric-kickboard-pedestrian,traffic-accident,traffic-accident-rear-end-fault-dispute,쌍방과실 비율 다툼 절차,,,traffic-accident-rear-end-fault-ratio,replace,similarity=0.87,,replace
traffic-accident,traffic-accident-electric-kickboard-pedestrian,traffic-accident,traffic-accident-personal-injury-claim,교통사고 인적 손해 배상 청구,,,traffic-accident-passenger-injury-claim,replace,similarity=0.86,,replace
wage,wage-pogual-irregular-shift-time-illegal,wage,wage-overtime-night-allowance-illegal,연장수당 미지급 신고 절차,,,wage-fixed-night-shift-allowance-claim,replace_low,similarity=0.64,,replace
wage,wage-pogual-irregular-shift-time-illegal,wage,wage-payslip-incomplete-violation,급여명세서 누락·미발급 위반,,,wage-piece-rate-minimum-violation,replace_low,similarity=0.64,,replace
wage,wage-incentive-revocation-after-meeting-target,wage,wage-payslip-incomplete-violation,급여명세서 누락·미발급 위반,,,wage-piece-rate-minimum-violation,replace_low,similarity=0.64,,replace
wage,wage-incentive-revocation-after-meeting-target,wage,wage-deferred-payment-interest,임금체불 1년 경과 시효 청구,,,wage-late-payment-interest-claim,replace,similarity=0.74,,replace
wage,wage-childcare-bonus-discrimination,wage,wage-payslip-incomplete-violation,임금체불 진정 전 체크리스트,,,wage-piece-rate-minimum-violation,replace_low,similarity=0.64,,replace
jeonse,jeonse-landlord-death-deposit-return,jeonse,jeonse-deposit-not-returned-response,임차권등기명령 신청 절차,,,jeonse-partial-deposit-return-response,replace,similarity=0.81,,replace
jeonse,jeonse-multi-creditor-deposit-priority,jeonse,jeonse-deposit-not-returned-response,임차권등기명령 절차,,,jeonse-partial-deposit-return-response,replace,similarity=0.81,,replace
wage,wage-pogual-warehouse-logistics-shift-illegal,wage,wage-overtime-night-allowance-illegal,연장수당 미지급 신고 절차,,,wage-fixed-night-shift-allowance-claim,replace_low,similarity=0.64,,replace
defamation,defamation-coworker-spread-victim,defamation,defamation-workplace-response,직장내 명예훼손 대응,,,defamation-workplace-rumor-response,replace,similarity=0.91,,replace
defamation,defamation-coworker-spread-victim,defamation,defamation-messenger-response,메신저 명예훼손 대응,,,defamation-accused-response,replace,similarity=0.79,,replace
defamation,defamation-coworker-spread-victim,defamation,defamation-coworker-rumor,동료 험담 명예훼손,,,defamation-coworker-spread-victim,replace,similarity=0.76,,replace
defamation,defamation-coworker-spread-victim,defamation,defamation-criminal-complaint-procedure,명예훼손 고소 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
defamation,defamation-coworker-spread-victim,defamation,defamation-civil-damages-procedure,명예훼손 손해배상 청구,,,defamation-deepfake-victim-takedown-procedure,replace_low,similarity=0.63,,replace
defamation,defamation-anonymous-board-tracking,defamation,defamation-criminal-complaint-procedure,명예훼손 고소 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
defamation,defamation-anonymous-board-tracking,defamation,defamation-temporary-measure-request,명예훼손 임시조치 신청,,,defamation-cafe-id-disclosure-request,replace_low,similarity=0.68,,replace
defamation,defamation-anonymous-board-tracking,defamation,defamation-civil-damages-procedure,명예훼손 손해배상 청구,,,defamation-deepfake-victim-takedown-procedure,replace_low,similarity=0.63,,replace
defamation,defamation-private-chat-leak-accused,defamation,defamation-messenger-response,메신저 명예훼손 대응,,,defamation-accused-response,replace,similarity=0.79,,replace
defamation,defamation-private-chat-leak-accused,defamation,defamation-settlement-negotiation,명예훼손 합의 협상,,,defamation-settlement-amount-guide,replace,similarity=0.72,,replace
defamation,defamation-private-chat-leak-accused,defamation,defamation-punishment-level,명예훼손 처벌 수위,,,defamation-complaint-prep,replace_low,similarity=0.65,,replace
defamation,defamation-private-chat-leak-accused,defamation,defamation-criminal-complaint-procedure,명예훼손 고소 절차,,,defamation-complaint-prep,replace,similarity=0.75,,replace
jeonse,jeonse-implicit-renewal-tenant-termination-notice,jeonse,jeonse-deposit-not-returned-response,임차권등기명령 신청 절차,,,jeonse-partial-deposit-return-response,replace,similarity=0.81,,replace
jeonse,jeonse-deposit-deduction-unpaid-rent-fee,jeonse,jeonse-deposit-not-returned-response,임차권등기명령 신청 절차,,,jeonse-partial-deposit-return-response,replace,similarity=0.81,,replace
jeonse,jeonse-deposit-deduction-unpaid-rent-fee,jeonse,jeonse-deposit-not-returned-response,소액 보증금 반환소송,,,jeonse-partial-deposit-return-response,replace,similarity=0.81,,replace
stalking,stalking-ex-lover-online-evidence-collect,stalking,stalking-report-procedure,스토킹 신고 절차 안내,,,stalking-club-member-pursuit-procedure,replace,similarity=0.73,,replace
stalking,stalking-ex-lover-online-evidence-collect,stalking,stalking-temporary-measures,잠정조치·접근금지 신청,,,stalking-emergency-measure-rejected,replace_low,similarity=0.68,,replace
stalking,stalking-ex-lover-online-evidence-collect,stalking,stalking-penalty-overview,스토킹 처벌 수위와 양형,,,stalking-penalty-restraining-order,replace_low,similarity=0.68,,replace
stalking,stalking-ex-lover-online-evidence-collect,stalking,stalking-evidence-collection,디지털 증거 보전 절차,,,stalking-evidence-collection-faq,replace,similarity=0.93,,replace
stalking,stalking-club-member-pursuit-procedure,stalking,stalking-report-procedure,스토킹 신고 절차 안내,,,stalking-club-member-pursuit-procedure,replace,similarity=0.73,,replace
stalking,stalking-club-member-pursuit-procedure,stalking,stalking-temporary-measures,잠정조치·접근금지 신청,,,stalking-emergency-measure-rejected,replace_low,similarity=0.68,,replace
stalking,stalking-club-member-pursuit-procedure,stalking,stalking-penalty-overview,스토킹 처벌 수위와 양형,,,stalking-penalty-restraining-order,replace_low,similarity=0.68,,replace
stalking,stalking-club-member-pursuit-procedure,stalking,stalking-evidence-collection,스토킹 증거 수집 가이드,,,stalking-evidence-collection-faq,replace,similarity=0.93,,replace
child-support,child-support-direct-payment-third-party-employer,child-support,child-support-agency-collection-procedure,양육비이행관리원 추심 절차,,,child-support-agency-collection-limits,replace,similarity=0.81,,replace
child-support,child-support-direct-payment-third-party-employer,child-support,child-support-enforcement-order,양육비 이행명령 신청,,,child-support-enforcement-order-apply,replace,similarity=0.91,,replace
child-support,child-support-direct-payment-third-party-employer,child-support,child-support-detention-order,양육비 감치명령 절차,,,child-support-detention-order-3-times-unpaid,replace,similarity=0.79,,replace
child-support,child-support-direct-payment-third-party-employer,child-support,child-support-direct-vs-agency-comparison,양육비 직접지급 vs 이행관리원 비교,,,child-support-agency-collection-limits,replace_low,similarity=0.66,,replace
child-support,child-support-direct-payment-third-party-employer,child-support,child-support-non-payment-comprehensive,양육비 미지급 종합 대응,,,child-support-direct-payment-order-process,replace_low,similarity=0.69,,replace
child-support,child-support-modification-employer-income-change,child-support,child-support-calculation-standard,양육비 산정기준표 적용,,,child-support-calculation-table,replace,similarity=0.86,,replace
child-support,child-support-modification-employer-income-change,child-support,child-support-modification-procedure,양육비 변경심판 절차,,,child-support-modification-income-change,replace,similarity=0.79,,replace
child-support,child-support-modification-employer-income-change,child-support,child-support-non-payment-comprehensive,양육비 미지급 종합 대응,,,child-support-direct-payment-order-process,replace_low,similarity=0.69,,replace
child-support,child-support-modification-employer-income-change,child-support,child-support-agency-collection-procedure,양육비이행관리원 무료 지원,,,child-support-agency-collection-limits,replace,similarity=0.81,,replace
wage,wage-fixed-overtime-actual-mismatch,wage,wage-overtime-consent-scope,연장근로 동의 범위 한계,,,wage-overtime-consent-coercion-invalid,replace,similarity=0.77,,replace
unemployment,unemployment-recommendation-vs-resignation-boundary,unemployment,unemployment-honorary-retirement-justified,명예퇴직 정당이직 다툼,,,unemployment-60-retirement-benefit,replace,similarity=0.71,,replace
unemployment,unemployment-recommendation-vs-resignation-boundary,dismissal,dismissal-recommendation-settlement-negotiation,권고사직 위로금 협상,,,dismissal-relocation-refused-then-fired,replace_low,similarity=0.60,,replace
unemployment,unemployment-recommendation-vs-resignation-boundary,unemployment,unemployment-eligibility-check-guide,실업급여 수급자격 점검,,,unemployment-family-care-quit,replace_low,similarity=0.68,,replace
unemployment,unemployment-fraud-claim-recovery-procedure,unemployment,unemployment-eligibility-check-guide,실업급여 수급자격 점검,,,unemployment-family-care-quit,replace_low,similarity=0.68,,replace
unemployment,unemployment-fraud-claim-recovery-procedure,unemployment,unemployment-reemployment-activity-report,재취업 활동 신고 방법,,,unemployment-early-reemployment-bonus,replace_low,similarity=0.69,,replace
dismissal,dismissal-under-1year-tenure-relief-eligibility,dismissal,dismissal-notice-pay-claim,해고예고수당 청구 절차,,,dismissal-notice-pay,replace,similarity=0.87,,replace
dismissal,dismissal-under-1year-tenure-relief-eligibility,dismissal,dismissal-under-5-employee-workplace,5인 미만 사업장 부당해고,,,dismissal-under-five-employees-relief-paths,replace,similarity=0.73,,replace
dismissal,dismissal-3days-absence-auto-termination-clause,dismissal,dismissal-rule-of-employment-cause-limited,취업규칙 면직사유 한정 다툼,,,dismissal-online-comment-cause-fired,replace,similarity=0.74,,replace
divorce,divorce-late-life-housework-contribution-proof,divorce,divorce-special-property-contribution,특유재산과 기여도 평가,,,divorce-special-property-exclusion-criteria,replace,similarity=0.75,,replace
divorce,divorce-domestic-violence-victim-protection-order-procedure,divorce,divorce-litigation-grounds-civil-840,재판상 이혼 사유,,,divorce-petition-rejected-grounds-retry,replace_low,similarity=0.61,,replace
