source_page,source_domain,dead_destination,dead_destination_domain,recommended_replacement_slug,replacement_domain,recommendation_type,confidence_score,reason,apply_round
/guide/traffic-accident/traffic-accident-delayed-pain-medical-record,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-delayed-pain-medical-record,traffic-accident,/guide/traffic-accident/traffic-accident-criminal-settlement,traffic-accident,traffic-accident-bicycle-pedestrian-settlement,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-delayed-pain-medical-record,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-signal-violation-criminal-impact,traffic-accident,/guide/traffic-accident/traffic-accident-criminal-settlement,traffic-accident,traffic-accident-bicycle-pedestrian-settlement,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-yield-violation-fault-cases,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-yield-violation-fault-cases,traffic-accident,/guide/traffic-accident/traffic-accident-insurance-dispute,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace,0.81,"sim 0.80, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-rear-end-sudden-brake-fault,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-drunk-passenger-self-insurance,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-drunk-passenger-self-insurance,traffic-accident,/guide/traffic-accident/traffic-accident-criminal-settlement,traffic-accident,traffic-accident-bicycle-pedestrian-settlement,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/wage/wage-unpaid-one-year-statute-claim,wage,/guide/wage/wage-overtime-report-procedure-timeline,wage,unpaid-wage-report-procedure-timeline,wage,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/retirement/retirement-tax-tenure-deduction-refund,retirement,/guide/retirement/retirement-interim-settlement-aggregation,retirement,retirement-interim-settlement-guide,retirement,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/retirement/retirement-tax-tenure-deduction-refund,retirement,/guide/retirement/retirement-pay-average-wage-calculation,retirement,retirement-pay-calculation,retirement,replace,0.81,"sim 0.80, needs review",hold_low_confidence
/guide/retirement/retirement-tax-tenure-deduction-refund,retirement,/guide/retirement/retirement-pay-three-year-statute,retirement,retirement-pay-claim-where-to-start,retirement,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/retirement/retirement-tax-tenure-deduction-refund,retirement,/guide/retirement/retirement-dc-irp-tax-deferral,retirement,retirement-dc-db-type-difference,retirement,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/retirement/retirement-honorary-pay-recoupment-job-restriction,retirement,/guide/retirement/retirement-interim-settlement-aggregation,retirement,retirement-interim-settlement-guide,retirement,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/retirement/retirement-honorary-pay-recoupment-job-restriction,retirement,/guide/retirement/retirement-pay-three-year-statute,retirement,retirement-pay-claim-where-to-start,retirement,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/retirement/retirement-honorary-pay-recoupment-job-restriction,retirement,/guide/retirement/retirement-pay-average-wage-calculation,retirement,retirement-pay-calculation,retirement,replace,0.81,"sim 0.80, needs review",hold_low_confidence
/guide/defamation/defamation-online-review-truth-defense,defamation,/guide/defamation/defamation-online-criminal-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/defamation/defamation-online-review-truth-defense,defamation,/guide/defamation/defamation-online-review-criminal,defamation,defamation-online-review-bad-writing,defamation,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/defamation/defamation-online-review-truth-defense,defamation,/guide/defamation/defamation-deletion-request-platform,defamation,defamation-online-post-deletion-request-procedure,defamation,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/defamation/defamation-online-review-truth-defense,defamation,/guide/defamation/defamation-group-chat-insult-capture,defamation,defamation-pta-groupchat-insult-charged,defamation,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/defamation/defamation-public-figure-criticism-protect,defamation,/guide/defamation/defamation-online-criminal-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/defamation/defamation-public-figure-criticism-protect,defamation,/guide/defamation/defamation-online-review-criminal,defamation,defamation-online-review-bad-writing,defamation,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/defamation/defamation-public-figure-criticism-protect,defamation,/guide/defamation/defamation-deletion-request-platform,defamation,defamation-online-post-deletion-request-procedure,defamation,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/defamation/defamation-public-figure-criticism-protect,defamation,/guide/defamation/defamation-group-chat-insult-capture,defamation,defamation-pta-groupchat-insult-charged,defamation,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/defamation/defamation-anonymous-poster-identity-trace,defamation,/guide/defamation/defamation-online-criminal-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-poster-identity-trace,defamation,/guide/defamation/defamation-online-review-criminal,defamation,defamation-online-review-bad-writing,defamation,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/defamation/defamation-anonymous-poster-identity-trace,defamation,/guide/defamation/defamation-deletion-request-platform,defamation,defamation-online-post-deletion-request-procedure,defamation,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-poster-identity-trace,defamation,/guide/defamation/defamation-group-chat-insult-capture,defamation,defamation-pta-groupchat-insult-charged,defamation,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/jeonse/jeonse-deposit-illegal-deduction-fight,jeonse,/guide/jeonse/jeonse-landlord-sold-deposit,jeonse,jeonse-landlord-death-deposit-return,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-illegal-deduction-fight,jeonse,/guide/jeonse/jeonse-one-month-notice-renewal,jeonse,jeonse-one-month-notice-implicit-renewal,jeonse,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/jeonse/jeonse-deposit-illegal-deduction-fight,jeonse,/guide/jeonse/jeonse-deposit-not-returned-priority,jeonse,jeonse-deposit-not-returned-move-out-procedure,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-illegal-deduction-fight,jeonse,/guide/jeonse/jeonse-priority-payment-claim,jeonse,jeonse-tax-arrears-priority-payment,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-illegal-deduction-fight,jeonse,/guide/jeonse/jeonse-rent-deduction-defense,jeonse,jeonse-deposit-deduction-unpaid-rent-fee,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-tenant-substitute-payment-recovery,jeonse,/guide/jeonse/jeonse-landlord-sold-deposit,jeonse,jeonse-landlord-death-deposit-return,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-tenant-substitute-payment-recovery,jeonse,/guide/jeonse/jeonse-one-month-notice-renewal,jeonse,jeonse-one-month-notice-implicit-renewal,jeonse,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/jeonse/jeonse-tenant-substitute-payment-recovery,jeonse,/guide/jeonse/jeonse-deposit-not-returned-priority,jeonse,jeonse-deposit-not-returned-move-out-procedure,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-tenant-substitute-payment-recovery,jeonse,/guide/jeonse/jeonse-priority-payment-claim,jeonse,jeonse-tax-arrears-priority-payment,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-tenant-substitute-payment-recovery,jeonse,/guide/jeonse/jeonse-rent-deduction-defense,jeonse,jeonse-deposit-deduction-unpaid-rent-fee,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/divorce/divorce-international-jurisdiction-spouse,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-international-jurisdiction-spouse,divorce,/guide/divorce/child-support-enforcement-process,divorce,divorce-child-support-enforcement-guide,divorce,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/divorce/divorce-international-jurisdiction-spouse,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/divorce/divorce-prenup-property-validity,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-prenup-property-validity,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/divorce/divorce-pension-split-formula,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-pension-split-formula,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/divorce/divorce-step-child-custody-claim,divorce,/guide/divorce/child-support-enforcement-process,divorce,divorce-child-support-enforcement-guide,divorce,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/divorce/divorce-step-child-custody-claim,divorce,/guide/divorce/divorce-custody-criteria,divorce,divorce-pet-custody-dispute-ruling,divorce,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/divorce/divorce-step-child-custody-claim,divorce,/guide/divorce/divorce-visitation-procedure,divorce,divorce-foreign-spouse-litigation-procedure,divorce,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/divorce/divorce-step-child-custody-claim,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/stalking/stalking-ex-partner-message-criminal,stalking,/guide/stalking/stalking-criminal-prosecution-process,stalking,stalking-club-member-pursuit-procedure,stalking,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/stalking/stalking-ex-partner-message-criminal,stalking,/guide/stalking/stalking-victim-protection-order,stalking,stalking-emergency-protection-order-apply,stalking,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/stalking/stalking-ex-partner-message-criminal,stalking,/guide/stalking/stalking-evidence-collection-checklist,stalking,stalking-evidence-collection-faq,stalking,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/stalking/stalking-ex-partner-message-criminal,stalking,/guide/stalking/stalking-online-message-screenshot,stalking,stalking-ex-partner-message-criminal,stalking,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/stalking/stalking-ex-partner-message-criminal,stalking,/guide/stalking/stalking-workplace-protection,stalking,stalking-workplace-coworker-criminal,stalking,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/stalking/stalking-emergency-protection-order-apply,stalking,/guide/stalking/stalking-victim-protection-order,stalking,stalking-emergency-protection-order-apply,stalking,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/stalking/stalking-emergency-protection-order-apply,stalking,/guide/stalking/stalking-criminal-prosecution-process,stalking,stalking-club-member-pursuit-procedure,stalking,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/stalking/stalking-emergency-protection-order-apply,stalking,/guide/stalking/stalking-evidence-collection-checklist,stalking,stalking-evidence-collection-faq,stalking,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/stalking/stalking-emergency-protection-order-apply,stalking,/guide/stalking/stalking-online-message-screenshot,stalking,stalking-ex-partner-message-criminal,stalking,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/stalking/stalking-emergency-protection-order-apply,stalking,/guide/stalking/stalking-workplace-protection,stalking,stalking-workplace-coworker-criminal,stalking,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/child-support/child-support-foreign-spouse-collection,child-support,/guide/child-support/child-support-amount-calculation-guide,child-support,child-support-calculation-table,child-support,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/child-support/child-support-foreign-spouse-collection,child-support,/guide/child-support/child-support-execution-non-payment,child-support,child-support-shared-custody-payment,child-support,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/child-support/child-support-foreign-spouse-collection,child-support,/guide/child-support/child-support-foreign-resident-collection,child-support,child-support-foreign-spouse-collection,child-support,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/child-support/child-support-foreign-spouse-collection,child-support,/guide/child-support/child-support-court-mediation,child-support,child-support-calculation-table,child-support,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/child-support/child-support-foreign-spouse-collection,child-support,/guide/child-support/child-support-csa-procedure-guide,child-support,child-support-disappear-tracking-procedure,child-support,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-bicycle-pedestrian-fault-table,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-bicycle-pedestrian-fault-table,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-bicycle-pedestrian-fault-table,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-cargo-fall-truck-injury,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-cargo-fall-truck-injury,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-cargo-fall-truck-injury,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-uninsured-vehicle-claim,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-uninsured-vehicle-claim,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-uninsured-vehicle-claim,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-tunnel-pile-up-multi,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-tunnel-pile-up-multi,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-tunnel-pile-up-multi,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-pedestrian-cross-jaywalk,traffic-accident,/guide/traffic-accident/traffic-accident-criminal-settlement,traffic-accident,traffic-accident-bicycle-pedestrian-settlement,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-pedestrian-cross-jaywalk,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/wage/wage-comp-time-substitute-overtime-illegal,wage,/guide/wage/wage-overtime-report-procedure-timeline,wage,unpaid-wage-report-procedure-timeline,wage,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/wage/wage-late-payment-interest-claim,wage,/guide/wage/wage-overtime-report-procedure-timeline,wage,unpaid-wage-report-procedure-timeline,wage,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/retirement/retirement-irp-mandatory-rollover-tax,retirement,/guide/retirement/retirement-interim-settlement-aggregation,retirement,retirement-interim-settlement-guide,retirement,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/retirement/retirement-irp-mandatory-rollover-tax,retirement,/guide/retirement/retirement-pay-three-year-statute,retirement,retirement-pay-claim-where-to-start,retirement,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/retirement/retirement-irp-mandatory-rollover-tax,retirement,/guide/retirement/retirement-pay-average-wage-calculation,retirement,retirement-pay-calculation,retirement,replace,0.81,"sim 0.80, needs review",hold_low_confidence
/guide/retirement/retirement-five-year-service-claim-method,retirement,/guide/retirement/retirement-interim-settlement-aggregation,retirement,retirement-interim-settlement-guide,retirement,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/retirement/retirement-five-year-service-claim-method,retirement,/guide/retirement/retirement-pay-average-wage-calculation,retirement,retirement-pay-calculation,retirement,replace,0.81,"sim 0.80, needs review",hold_low_confidence
/guide/retirement/retirement-five-year-service-claim-method,retirement,/guide/retirement/retirement-pay-three-year-statute,retirement,retirement-pay-claim-where-to-start,retirement,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-false-rumor-workplace-claim,defamation,/guide/defamation/defamation-online-criminal-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/defamation/defamation-livestream-broadcast-criminal,defamation,/guide/defamation/defamation-online-criminal-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/defamation/defamation-livestream-broadcast-criminal,defamation,/guide/defamation/defamation-deletion-request-platform,defamation,defamation-online-post-deletion-request-procedure,defamation,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-app-criminal,defamation,/guide/defamation/defamation-online-criminal-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-app-criminal,defamation,/guide/defamation/defamation-deletion-request-platform,defamation,defamation-online-post-deletion-request-procedure,defamation,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/jeonse/jeonse-housing-not-registered-deposit,jeonse,/guide/jeonse/jeonse-landlord-sold-deposit,jeonse,jeonse-landlord-death-deposit-return,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-housing-not-registered-deposit,jeonse,/guide/jeonse/jeonse-deposit-not-returned-priority,jeonse,jeonse-deposit-not-returned-move-out-procedure,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-housing-not-registered-deposit,jeonse,/guide/jeonse/jeonse-priority-payment-claim,jeonse,jeonse-tax-arrears-priority-payment,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-multi-family-priority-claim,jeonse,/guide/jeonse/jeonse-deposit-not-returned-priority,jeonse,jeonse-deposit-not-returned-move-out-procedure,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/jeonse/jeonse-multi-family-priority-claim,jeonse,/guide/jeonse/jeonse-priority-payment-claim,jeonse,jeonse-tax-arrears-priority-payment,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-multi-family-priority-claim,jeonse,/guide/jeonse/jeonse-landlord-sold-deposit,jeonse,jeonse-landlord-death-deposit-return,jeonse,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/stalking/stalking-workplace-coworker-criminal,stalking,/guide/stalking/stalking-criminal-prosecution-process,stalking,stalking-club-member-pursuit-procedure,stalking,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/stalking/stalking-workplace-coworker-criminal,stalking,/guide/stalking/stalking-victim-protection-order,stalking,stalking-emergency-protection-order-apply,stalking,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/stalking/stalking-workplace-coworker-criminal,stalking,/guide/stalking/stalking-evidence-collection-checklist,stalking,stalking-evidence-collection-faq,stalking,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/stalking/stalking-school-student-bullying-criminal,stalking,/guide/stalking/stalking-criminal-prosecution-process,stalking,stalking-club-member-pursuit-procedure,stalking,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/stalking/stalking-school-student-bullying-criminal,stalking,/guide/stalking/stalking-victim-protection-order,stalking,stalking-emergency-protection-order-apply,stalking,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/divorce/divorce-husband-rejected-property-disclose,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-husband-rejected-property-disclose,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/divorce/divorce-violent-spouse-emergency-divorce,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/divorce/divorce-violent-spouse-emergency-divorce,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-debt-disposal-during-marriage,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-debt-disposal-during-marriage,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/divorce/divorce-separated-couple-pension-split,divorce,/guide/divorce/divorce-property-division-2year-deadline,divorce,divorce-consensual-property-division-2year-claim,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-separated-couple-pension-split,divorce,/guide/divorce/divorce-litigation-procedure-comprehensive,divorce,divorce-property-division-comprehensive,divorce,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/child-support/child-support-cohabitation-paternity-claim,child-support,/guide/child-support/child-support-amount-calculation-guide,child-support,child-support-calculation-table,child-support,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/child-support/child-support-cohabitation-paternity-claim,child-support,/guide/child-support/child-support-execution-non-payment,child-support,child-support-shared-custody-payment,child-support,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/child-support/child-support-cohabitation-paternity-claim,child-support,/guide/child-support/child-support-court-mediation,child-support,child-support-calculation-table,child-support,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/child-support/child-support-cohabitation-paternity-claim,child-support,/guide/child-support/child-support-csa-procedure-guide,child-support,child-support-disappear-tracking-procedure,child-support,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/child-support/child-support-non-payer-overseas-residence,child-support,/guide/child-support/child-support-execution-non-payment,child-support,child-support-shared-custody-payment,child-support,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/child-support/child-support-non-payer-overseas-residence,child-support,/guide/child-support/child-support-amount-calculation-guide,child-support,child-support-calculation-table,child-support,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/child-support/child-support-non-payer-overseas-residence,child-support,/guide/child-support/child-support-court-mediation,child-support,child-support-calculation-table,child-support,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/child-support/child-support-non-payer-overseas-residence,child-support,/guide/child-support/child-support-csa-procedure-guide,child-support,child-support-disappear-tracking-procedure,child-support,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-construction-zone-fault,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-construction-zone-fault,traffic-accident,/guide/traffic-accident/traffic-accident-rear-end-fault-dispute,traffic-accident,traffic-accident-rear-end-fault-ratio,traffic-accident,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-construction-zone-fault,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-emergency-vehicle-block,traffic-accident,/guide/traffic-accident/traffic-accident-criminal-settlement,traffic-accident,traffic-accident-bicycle-pedestrian-settlement,traffic-accident,replace,0.799,"sim 0.78, needs review",hold_low_confidence
